,A,S,D
0_,0.0,7.851393192770655e-06,0.0
4_,0.009236531541660598,-0.9255831227552601,0.0007135123160082705
3_,0.022575668963811482,0.012631809311048455,0.003090093881025015
1_,2.0815970828237167e-05,1.7132643361122546e-05,0.004671147964351521
6_,0.008575172259504571,-0.9547842550879512,0.0001909040322169407
5_,0.00048319591300724854,0.004536300546351803,-0.9105198076898567
2_,-0.6718510510335451,-0.7374279155846422,0.01576758080287019
